INST_NM,CERT_NBR,BranchNBR,INST_DEPOSIT,id
Hagerstown Trust Company,27244,44,1654102,640
ANB Bank,19220,44,2034070,641
Bank of Nevada,57512,44,11460459,642
Community Trust Bank,12614,44,3213558,643
American National Bank,19220,44,2034070,644
Alliance Bank of Arizona,57512,44,11460459,645
Pacific Premier Bank,32172,44,2106263,646
State Employees Federal Credit Union,51,44,1086292000,647
CNB Bank,13876,44,1862921,648
Torrey Pines Bank,57512,44,11460459,649
Origin Bank,12614,44,3213558,650
FCBank,13876,44,1862921,651
First Independent Bank,57512,44,11460459,652
Peoples Bank of Elkton,27244,44,1654102,653
BankOnBuffalo,13876,44,1862921,654
Erie Bank,13876,44,1862921,655
Bank of Vernon,51,44,1086292000,656
Visions Federal Credit Union,17429,43,0,657
"Forcht Bank, National Association",57415,43,777099,658
Community Bank of Mississippi,8879,43,659444,659
First Farmers Bank & Trust,12839,43,1198795,660
Forcht Bank,57415,43,777099,661
"State Farm Bank, FSB",34617,42,10549313,662
Addison Avenue Federal Credit Union,19976,42,1086292000,663
United Community Bank,19459,42,912959,664
American National Bank,19300,42,1879911,665
Farmers State Bank,5797,42,144784,666
First Technology Federal Credit Union,19976,42,1086292000,667
Emprise Bank,4789,42,1368629,668
Randolph-Brooks Federal Credit Union,8111,42,0,669
BNB Bank,6976,42,2784277,670
"Western Bank, a Division of American National Bank",19300,42,1879911,671
"Landmark Bank, National Association",4537,42,1953892,672
Farmers State Bank of Camp Point,19459,42,912959,673
Golden State Bank,19459,42,912959,674
Brown County State Bank,19459,42,912959,675
Marine Bank & Trust,19459,42,912959,676
Liberty Bank,19459,42,912959,677
Landmark Bank,4537,42,1953892,678
ORNL Federal Credit Union,5797,42,144784,679
Bridgehampton National Bank,6976,42,2784277,680
Northfield Bank,28710,41,1996769,681
Lake Michigan Credit Union,62514,41,0,682
Midflorida Credit Union,68600,41,1086292000,683
City National Bank & Trust Company of Lawton,4132,41,287461,684
Tri City National Bank,18922,41,1103621,685
"Encore, A part of Lake Michigan Credit Union of FL",62514,41,0,686
Washington Trust Bank,1281,41,4119017,687
Stock Yards Bank & Trust Company,258,40,2076375,688
Bryn Mawr Trust Company,11866,40,2268406,689
Pactrust Bank,35498,40,5336910,690
"Banc of California, National Association",35498,40,5336910,691
Bryn Mawr Trust,11866,40,2268406,692
Royal Bank America,11866,40,2268406,693
Houston Texas Fire Fighters Federal Credit Union,258,40,2076375,694
Wescom Central Credit Union,66703,39,0,695
Cornerstone Bank,5496,39,1176800,696
Salem Five Cents Savings Bank,23296,39,2776775,697
West Suburban Bank,18509,39,1919342,698
Ridgewood Savings Bank,16026,39,3950494,699
Eisenhower Bank,15797,39,2747313,700
Whitaker Bank,32912,39,1126422,701
Stoneham Savings Bank,23296,39,2776775,702
"Whitaker Bank, Inc",32912,39,1126422,703
Community America Credit Union,67664,39,0,704
Heritage Co-Operative Bank,23296,39,2776775,705
Boeing Employees Credit Union,62604,39,197543,706
Broadway National Bank,15797,39,2747313,707
"Georgetown Bank, a division of Salem Five Bank",23296,39,2776775,708
CommunityAmerica Credit Union,67664,39,0,709
Salem Five Direct,23296,39,2776775,710
Alpine Bank,23091,38,2255075,711
"First Citizens Bank & Trust Company, Inc",15504,38,26567251,712
National City Bank,6557,38,237987918,713
Eastern New York Federal Credit Union,17587,38,1169569000,714
USAlliance Federal Credit Union,17587,38,1169569000,715
Dacotah Bank,17437,38,1832461,716
Happy State Bank,10359,38,2226279,717
Metcalf Bank,26247,38,1323275,718
Banterra Bank,17514,38,1113959,719
GTE Federal Credit Union,196,38,0,720
Mechanics Bank,1768,38,2837687,721
"CommunityBank of Texas, National Association",3363,38,2237135,722
Bank of the Sierra,22597,38,6011480,723
First Jersey Credit Union,17587,38,1169569000,724
GTE Financial,196,38,0,725
Central Bank of the Midwest,26247,38,1323275,726
Simmesport State Bank,17587,38,1169569000,727
Credit Union 1,96069,37,1169569000,728
Sun National Bank,26240,37,1941345,729
ESSA Bank & Trust,28262,37,1087234,730
Landmark Credit Union,66751,37,147881358,731
Chemung Canal Trust Company,597,37,1335774,732
Dodge Central Credit Union,66751,37,147881358,733
Texas Dow Employees Credit Union,60705,37,0,734
Central Pacific Bank,17308,37,4195427,735
Capital Bank,597,37,1335774,736
Kinecta Federal Credit Union,4142,36,141957594,737
SchoolsFirst Federal Credit Union,24212,36,126388,738
Central National Bank,4702,36,769897,739
Union Bank & Trust Company,13421,36,2464736,740
Middlesex Savings Bank,90183,36,3608371,741
Credit Union One,62562,36,0,742
Kellogg Community Federal Credit Union,4702,36,769897,743
Old Second National Bank,3603,36,1720888,744
"Premier Bank, Inc",34837,36,738766,745
"El Dorado Savings Bank, FSB",30953,36,1724276,746
Marysville Bank,7598,36,381842,747
Union Bank & Trust Company,7598,36,381842,748
Riverview Bank,7598,36,381842,749
American National Bank of Texas,23474,36,2254897,750
"Boone County Bank, Inc",34837,36,738766,751
Farmers National Bank of Canfield,6540,36,1324935,752
"PeoplesBank, A Codorus Valley Company",13879,36,1083190,753
"CBT Bank, a division of Riverview Bank",7598,36,381842,754
Citizens Neighborhood Bank,7598,36,381842,755
Gate City Bank,27774,36,1588453,756
Fairwinds Credit Union,68417,36,279550033,757
ABC Bank,3603,36,1720888,758
Halifax Bank,7598,36,381842,759
Enterprise Bank & Trust,27237,35,2708809,760
Nevada State Bank,18113,35,3921235,761
Partners 1st Federal Credit Union,7688,35,1069425000,762
Oregon First Community Credit Union,68530,35,0,763
LCNB National Bank,6623,35,1084629,764
Farmers Bank & Capital Trust Company,15437,35,549668,765
United Bank & Capital Trust Company,15437,35,549668,766
State Bank & Trust Company,8878,34,781234,767
Peoples Bank of Alabama,22537,34,530251,768
Citizens Banking Company,12982,34,1085246,769
"First Fidelity Bank, National Association",23473,34,1159171,770
City Bank,25103,34,2107924,771
Security First Bank,5415,34,706318,772
Peoples Bank,6158,34,1258892,773
Peoples Bank of North Alabama,22537,34,530251,774
Champaign Bank,12982,34,1085246,775
First Fidelity Bank,23473,34,1159171,776
State Bank and Trust Company,8878,34,781234,777
Civista Bank,12982,34,1085246,778
Bank SNB,4201,33,1666991,779
Heritage Bank,193,33,514657,780
Parkway Bank & Trust Company,19008,33,1903477,781
National Exchange Bank & Trust,10044,33,1004844,782
SNB Bank of San Antonio,4201,33,1666991,783
"bankSNB, National Association",4201,33,1666991,784
"Austin Bank, Texas National Association",3276,33,1322105,785
"Bank SNB, National Association",4201,33,1666991,786
Members 1st Federal Credit Union,6694,33,0,787
My Bank First United,4857,32,1005682,788
PrivateBank & Trust Company,33306,32,13442840,789
Home Savings Bank,35385,32,1467377,790
USA Credit Union,68536,32,1086292000,791
Hamilton State Bank,57810,32,1366141,792
Baxter Credit Union,68187,32,1169569000,793
First United Bank & Trust,4857,32,1005682,794
Bethpage Federal Credit Union,4735,32,1086292000,795
Franklin Mint Federal Credit Union,20042,32,23893949,796
CIBC Bank USA,33306,32,13442840,797
Genisys Credit Union,68536,32,1086292000,798
Southwind Bank,4735,32,1086292000,799
Target Credit Union,68187,32,1169569000,800
Healthcare Credit Union a Goldenwest Company,24693,32,9062404,801
Goldenwest Federal Credit Union,24693,32,9062404,802
USU Charter Federal Credit Union,24693,32,9062404,803
CoreFirst Bank & Trust,18100,31,634151,804
E&A Credit Union,61503,31,62499504,805
Jax Federal Credit Union,340,31,537610,806
Bank Independent,16604,31,1001749,807
Associated Credit Union,60484,31,0,808
Bank of North Carolina,33527,31,3516746,809
Community & Southern Bank,59010,31,3075343,810
First Commerce Community Bank,59010,31,3075343,811
CharterBank,30720,31,776636,812
ESL Federal Credit Union,24563,31,19291998,813
Peoples Security Bank & Trust Company,7514,31,1424789,814
American National Bank & Trust Company,6837,31,1238599,815
Eastside Commercial Bank,59010,31,3075343,816
El Banco,59010,31,3075343,817
Howard Bank,57776,31,702929,818
"Texas Community Bank, National Association",24563,31,19291998,819
Advia Credit Union,61503,31,62499504,820
1st Mariner Bank,57776,31,702929,821
"Peoples Bank, Biloxi, Mississippi",340,31,537610,822
Kitsap Bank,6161,30,886653,823
Summit Credit Union,67190,30,98120237,824
Whitney Bank,33029,30,17069241,825
Xceed Financial Federal Credit Union,20068,30,0,826
Indiana Members Credit Union,68259,30,16307000,827
Talmer Bank & Trust,58132,30,4289277,828
Bank of Missouri,1617,30,834169,829
San Diego County Credit Union,61004,30,17069241,830
First Arkansas Bank & Trust,16849,30,543334,831
First Michigan Bank,58132,30,4289277,832
Century Bank & Trust Company,19943,30,2857403,833
Central Bank & Trust Company,15815,30,1652450,834
Citizens First Savings Bank,58132,30,4289277,835
Hancock Bank of Louisiana,33029,30,17069241,836
Ent Credit Union,68671,30,40530033,837
Royal Credit Union,66834,30,14889395,838
Landmark National Bank,5826,30,702784,839
Farmers & Merchants Bank of Central California,1331,30,2166423,840
Colony Bank,22257,30,972751,841
First National Bank Alaska,16130,30,2234039,842
Central Bank & Trust Co.,15815,30,1652450,843
Glens Falls National Bank & Trust Company,7074,30,1663391,844
Southland Federal Credit Union,15815,30,1652450,845
"Summit Community Bank, Inc",34102,30,1058489,846
"Capital Bank, National Association",59049,29,5697125,847
Capital Bank Corporation,59049,29,5697125,848
Cascade Federal Credit Union,7748,29,946549,849
First International Bank & Trust,10248,29,1796085,850
RTN Federal Credit Union,24311,29,856661,851
Founders Federal Credit Union,24063,29,6260044,852
Hawthorn Bank,10619,29,991358,853
mBank,14816,29,590083,854
Metropolitan National Bank,24311,29,856661,855
VyStar Credit Union,68490,29,57738238,856
Private Bank of Buckhead,57764,29,1076332,857
Monroe Bank & Trust,12181,29,1122847,858
PeoplesSouth Bank,21292,29,6766149,859
Wright Patt Credit Union Inc,66328,29,0,860
First Citizens National Bank,7593,29,4868429,861
First Citizens Community Bank,7593,29,4868429,862
Leesport Bank,7748,29,946549,863
VIST Bank,7748,29,946549,864
Farmers & Merchants Trust Company,8405,29,916859,865
"New Peoples Bank, Inc",34890,29,577826,866
Reunion Bank of Florida,57764,29,1076332,867
FirstAtlantic Bank,57764,29,1076332,868
National Bank of Commerce,57764,29,1076332,869
United Legacy Bank,57764,29,1076332,870
Patriot Bank,57764,29,1076332,871
Union Savings Bank,32296,29,2133168,872
Isabella Bank,1005,29,1094537,873
South Carolina Federal Credit Union,1022,29,62499504,874
Wellspring Credit Union,12181,29,1122847,875
"Clare Bank, National Association",1022,29,62499504,876
Georgias Own Credit Union,67390,28,409182,877
RBC Bank (USA),33184,28,237987918,878
Urban Trust Bank,31390,28,482999,879
First Federal Bank of Florida,31313,28,1054317,880
Citizens Bank & Trust Company,4533,28,685913,881
Commercial Bank,22354,28,668143,882
DFCU Financial Credit Union,61844,28,1086292000,883
Liberty Bank & Trust Company,20856,28,520492,884
Corporate America Family Credit Union,68215,28,10586959,885
Flag Bank,33184,28,237987918,886
Patriot Bank,35007,28,2027081,887
Bank of Lincolnwood,19333,28,1412362,888
"PNC Bank, National Association",33184,28,237987918,889
Operating Engineers Local Union 3 FCU,24235,28,62499504,890
"Guaranty Bond Bank, National Association",1208,28,3474501,891
Cape Cod Five Cents Savings Bank,23287,28,2325405,892
Republic Bank of Chicago,19333,28,1412362,893
CapCom Credit Union,61844,28,1086292000,894
Public Service Employees Credit Union,64778,28,21502228,895
"NexTier Bank, National Association",7900,28,862242,896
"Farmers & Merchants Bank of Western PA, NA",7900,28,862242,897
First Volunteer Bank of Tennessee,10307,28,802834,898
First Volunteer Bank,10307,28,802834,899
American Eagle Credit Union,62715,28,725840,900
Central Valley Community Bank,23030,28,1062914,901
Dime Savings Bank of Williamsburgh,16012,28,3078045,902
"Green Bank, National Association",35007,28,2027081,903
Mascoma Savings Bank,18013,28,1125172,904
"Guaranty Bank & Trust, National Association",1208,28,3474501,905
United Bank of Iowa,958,28,1215963,906
Axiom Bank,31390,28,482999,907
Folsom Lake Bank,23030,28,1062914,908
Citywide Banks,58458,28,1113879,909
Anheuser-Busch Employees Credit Union,62715,28,725840,910
CBC National Bank,31313,28,1054317,911
Dime Community Bank,16012,28,3078045,912
First State Bank Central Texas,11151,28,1176362,913
Lone Star National Bank,24347,28,1801411,914
Main Street Bank,35007,28,2027081,915
Yadkin Valley Bank & Trust Company,19861,27,3245967,916
High Country Bank,19861,27,3245967,917
Truliant Federal Credit Union,7840,27,0,918
Cardinal State Bank,19861,27,3245967,919
CorTrust Bank National Association,6063,27,602566,920
Mission Federal Credit Union,14384,27,0,921
"FSGBank, National Association",35525,27,1104780,922
Yadkin Bank,19861,27,3245967,923
California Credit Union,60784,27,279550033,924
United Bank,172,27,1006807,925
City National Bank of Florida,20234,27,4587262,926
Dalton Whitfield Bank,35525,27,1104780,927
FSGBank,35525,27,1104780,928
Somerset Trust Company,11112,27,769765,929
Adams County National Bank,7506,27,878133,930
American Heritage Federal Credit Union,5621,27,119916,931
American Community Bank,19861,27,3245967,932
Wilson Bank & Trust,26962,27,1708850,933
First Bank & Trust Company,22918,27,1200694,934
National Bank of Blacksburg,6821,27,974453,935
Wintrust Old Town,33935,27,2870223,936
ACNB Bank,7506,27,878133,937
Jackson Bank & Trust,35525,27,1104780,938
NewBridge Bank,19861,27,3245967,939
North Island Credit Union,60784,27,279550033,940
Wintrust Bank,33935,27,2870223,941
"Atlantic Capital Bank, National Association",35525,27,1104780,942
East Boston Savings Bank,33510,27,2554890,943
First Community Credit Union,67619,27,0,944
North Shore Community Bank & Trust Company,33935,27,2870223,945
Mount Washington Bank,33510,27,2554890,946
"NWSB Bank, a division of ACNB Bank",7506,27,878133,947
Wayne Bank,698,27,577348,948
Arizona State Credit Union,61315,26,0,949
Arrowhead Central Credit Union,60700,26,279550033,950
Financial Resources Federal Credit Union,6665,26,1069425000,951
Marquette Bank,16250,26,1312109,952
First Southern National,2700,26,597920,953
KleinBank,1414,26,1599902,954
Salin Bank & Trust Company,9092,26,597731,955
Stearns Bank National Association,10988,26,1421245,956
Northwest Bank,32647,26,1215963,957
City-County Federal Credit Union,68601,26,1069425000,958
California Coast Credit Union,66584,26,82272556,959
First Southern National Bank,2700,26,597920,960
Farmers & Merchants Bank of Long Beach,1225,26,4239714,961
Chevron Federal Credit Union,24326,26,0,962
Spectrum Federal Credit Union,24326,26,0,963
Clearview Federal Credit Union,9007,26,4239714,964
Wings Financial Credit Union,68601,26,1069425000,965
Texans Credit Union,60806,26,0,966
Apple Federal Credit Union,11307,26,1169569000,967
Essex Bank,8675,26,953297,968
Citizens National Bank of Meridian,4993,26,981328,969
Savings Institute Bank & Trust Company,18214,26,1037010,970
Union Savings Bank,18190,26,1641937,971
"First Commons Bank, National Association",17798,26,2402965,972
First Guaranty Bank,14028,26,1349869,973
OneAZ Credit Union,61315,26,0,974
Lewiston State Bank,12773,26,3652728,975
Farmers State Bank,11307,26,1169569000,976
Brookline Bank,17798,26,2402965,977
Macatawa Bank,34618,26,1332868,978
Citizens & Northern Bank,7799,26,985782,979
Citizens Trust Company,7799,26,985782,980
Heartland State Bank,9007,26,4239714,981
Bank of American Fork,12773,26,3652728,982
Peoples Town & Country Bank,12773,26,3652728,983
Citizens & Farmers Bank,10363,26,1043231,984
Stockman Bank of Montana,16191,25,2158534,985
Community National Bank & Trust,27046,25,745323,986
